text,label,sentiment
clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1,positive
i like design and look of jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1,positive
i was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1,positive
the worst phone from samsung...crap..... this crappy samsung e715.. is the worst i have ever seeen.,0,negative
the charger worked for about a week and then completely stopped charging my phone.,0,negative
poor product.,0,negative
however i needed some better instructions.,0,negative
you need two hands to operate the screen.this software interface is decade old and cannot compete with new software designs.,0,negative
worked very well paired with a treo 700w and as a skype headset on my pc (using a usb bluetooth transceiver).,1,positive
"steer clear of this product and go with the genuine palm replacementr pens, which come in a three-pack.",0,negative
do not buy do not buyit sucks,0,negative
this is a great product..... sure beats using your fingers!.,1,positive
"plus, i seriously do not believe it is worth its steep price point.",0,negative
all the other cases i've tried normally fall apart after a few months but this one seems to be in for the long haul.,1,positive
very dissapointing performance.,0,negative
don't make the same mistake that i did and please don't buy this phone.,0,negative
this phone might well be the worst i've ever had in any brand.,0,negative
case was more or less an extra that i originally put on but later discarded because it scratched my ear.,0,negative
i recommend igo to anyone with different brand cell phones/mp3 players in the family.,1,positive
don't bother - go to the store.,0,negative
"i posted more detailed comments under the grey or black phone, but i have the fire red and it's a great color!",1,positive
i did not have any problem with this item and would order it again if needed.,1,positive
you get what you pay for i guess.,0,negative
"not only did the software do a great job of this, i could also make my own ringtones form my existing cds without an internet connection.",1,positive
im surprised this is a good quality car charger and there's not much reviews about it.,1,positive
these are fabulous!,1,positive
"however, bt headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0,negative
i used bitpim (a free program you can find on the internet)to transfer data to the phone.the price of the cable was excellent.,1,positive
disappointing accessory from a good manufacturer.,0,negative
"performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0,negative
very wind-resistant.,1,positive
"obviously they have a terrible customer service, so you get what you pay for.",0,negative
"they do not last forever, but is not overly expensive to replace.easy to operate and the sound is much better than others i have tried.",1,positive
"i contacted the company and they told me that, although the unit was still under warranty, if i couldn't produce my receipt i was out of luck.",0,negative
linksys should have some way to exchange a bad phone for a refurb unit or something!,0,negative
phone is sturdy as all nokia bar phones are.,1,positive
great phone.,1,positive
"when i placed my treo into the case, not only was it not snug, but there was a lot of extra room on the sides.",0,negative
i'm pleased.,1,positive
battery is terrible.,0,negative
i found the product to be easy to set up and use.,1,positive
the earpiece on this is too large or too heavy...it keeps falling out of my ear.,0,negative
utter crap.. sound quality is terrible.,0,negative
"the charger arrived within the promised timeframe, but it did not work.",0,negative
"no ear loop needed, it's tiny and the sound is great.",1,positive
"finally, after three or four times the spring of the latch broke and i could not use it any longer on the visor.",0,negative
"the handsfree part works fine, but then the car tries to download the address book, and the treo reboots.overall, i still rate this device high.",1,positive
talk about useless customer service.,0,negative
"it felt too light and ""tinny."".",0,negative
this does not fit the palm tungsten e2 and it broke the first time i tried to plug it in.,0,negative
i'm happy about this purchase- good quality and low price.,1,positive
i love the look and feel of samsung flipphones.,1,positive
its well-designed and very sharp -- the blue is a very nice color.,1,positive
does everything it should and more.,1,positive
i could not recommend these more.,0,negative
nice sound.,1,positive
"looks good in the picture, but this case was a huge disappointment!!",0,negative
much less than the jawbone i was going to replace it with.,1,positive
setup went very smoothly.,1,positive
its extremely slow and takes forever to do anything with it.,0,negative
"a must study for anyone interested in the ""worst sins"" of industrial design.",0,negative
the first thing that happened was that the tracking was off.,0,negative
"it is well made, easy to access the phone and has a handy, detachable belt clip.",1,positive
then i had to continue pairing it periodically since it somehow kept dropping.,0,negative
can't upload ringtones from a third party.,0,negative
"bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0,negative
truly awful.,0,negative
"it works fine on my motorola 325 cellphone, and a lot better than the worn-out battery did.",1,positive
the volume for the ringer is real good (you have choices how loud).,1,positive
and none of the tones is acceptable.,0,negative
camera color balance is awful.,0,negative
"this product is clearly not ready for prime time, i don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0,negative
i love the ringtones because they are so upbeat!,1,positive
chinese forgeries abound!.,0,negative
easy to pair with my samsung cell.,1,positive
the instructions didn't explain that a microphone jack could be used.,0,negative
i would advise to not purchase this item it never worked very well.,0,negative
too bad you have to pay up to $$$ a month for the service!,0,negative
works well.,1,positive
the nokia ca-42 usb cable did not work with my phone.,0,negative
clear crisp sound.,1,positive
"i have to use the smallest earpieces provided, but it stays on pretty well.",1,positive
"the biggest complaint i have is, the battery drains superfast.",0,negative
the design might be ergonomic in theory but i could not stand having these in my ear.,0,negative
do not buy if you want to use the holster.,0,negative
the phone can also take great pictures and even video clips.,1,positive
it doesn't make you look cool.,0,negative
"because both ears are occupied, background is not distracting at all.",1,positive
"comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1,positive
"also, the phone doesn't seem to accept anything except cbr mp3s, preferably ripped by windows media player.",0,negative
you can't beat the price on these.,1,positive
"* comes with a strong light that you can use to light up your camera shots, and even flash sos signals (seriously!",1,positive
lightweight and works well.,1,positive
so just beware.,0,negative
i love this cable - it allows me to connect any mini-usb device to my pc.,1,positive
so anyone near you will hear part of your conversation.,0,negative
this is cool because most cases are just open there allowing the screen to get all scratched up.,1,positive
i bought this phone as a replacement for my startac and have regretted it since.,0,negative
appears to actually outperform the original battery from china that came with my v325i.,1,positive
can't store anything but phone numbers to sim.,0,negative
"it lasts less than 3o minutes, if i actually try to use the phone.my wife has the same phone with the same problem.",0,negative
poor quality.,0,negative
"jabra ear gels ""r"" the best!.",1,positive
not worth it.,0,negative
the phone crashed completely and now i have to get it replaced.,0,negative
"it quit working after i'd used it for about 18 months, so i just purchased another one because this is the best headset i've ever owned.",1,positive
"unfortunately it will not recharge my iphone 4s, despite connecting it from multiple power sources (imac, external battery, wall outlet, etc).",0,negative
it was a great phone.,1,positive
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0,negative
"good value, works fine - power via usb, car, or wall outlet.",1,positive
my phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1,positive
this is simply the best bluetooth headset for sound quality!,1,positive
think it over when you plan to own this one!this sure is the last moto phone for me!,0,negative
"in the span of an hour, i had two people exclaim ""whoa - is that the new phone on tv?!?",1,positive
i have always used corded headsets and the freedom from the wireless is very helpful.,1,positive
"this case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,positive
"other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,positive
it has everything i need and i couldn't ask for more.,1,positive
after receiving and using the product for just 2 days it broke.,0,negative
this product is great... it makes working a lot easier i can go to the copier while waiting on hold for something.,1,positive
none of the three sizes they sent with the headset would stay in my ears.,0,negative
t-mobile has the best customer service anywhere.,1,positive
arrived quickly and much less expensive than others being sold.,1,positive
we have tried 2 units and they both failed within 2 months.. pros,0,negative
"provides good protection and looks classy, too.",1,positive
krussel always good.,1,positive
"the tracfonewebsite is user friendly and makes it easy toactivate, etc.",1,positive
the design is very good.4.,1,positive
i great reception all the time.,1,positive
i would highly recommend this product.,1,positive
"couldn't use the unit with sunglasses, not good in texas!",0,negative
it dit not work most of the time with my nokia 5320.,0,negative
"bought mainly for the charger, which broke soon after purchasing.",0,negative
fantastic buy and will get again for whatever my next phone is,1,positive
"stay away from this store, be careful.",0,negative
this blueant supertooth hands-free phone speaker is awesome.,1,positive
.... item arrived quickly and works great with my metro pcs samsung sch-r450 slider phone and sony premium sound in ear plugs.,1,positive
"it is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1,positive
disappointing.,0,negative
blue ant is easy to use.,1,positive
cheap but hey it works.. was pleasantly suprised given the low cost of this item.,1,positive
the camera on the phone may be used as a dustpan when indoors... i'd rather be using a disposable then this.,0,negative
then a few days later the a puff of smoke came out of the phone while in use.,0,negative
it's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1,positive
the nano stated it.my son was dissapointed.,0,negative
the sound quality is excellent as well.,1,positive
its the best headset i have used.,1,positive
would not reccommend.,0,negative
they have been around for years and carries the highest quality of anti-glare screen protector that i have found to date.,1,positive
just what i wanted.,1,positive
this particular model would not work with my motorola q smartphone.,0,negative
wont work right or atleast for me.,0,negative
in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0,negative
"but now that it is ""out of warranty"" the same problems reoccure.bottom line... put your money somewhere else... cingular will not support it.",0,negative
"i really wanted the plantronics 510 to be the right one, but it has too many issues for me.the good",0,negative
great product.,1,positive
crisp and clear.,1,positive
after the first charge kept going dead after 12 minutes.,0,negative
"very cheap plastic, creaks like an old wooden floor.",0,negative
"i get absolutely horrible reception in my apartment, where with other phones i have not had this problem.",0,negative
the reception has been generally good.,1,positive
"excellent sound, battery life and inconspicuous to boot!.",1,positive
great bluetooth!.,1,positive
i highly recommend this case.,1,positive
worthwhile.,1,positive
"after my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,negative
i am sorry i made this purchase.,0,negative
i bought these hoping i could make my bluetooth headset fit better but these things made it impossible to wear.,0,negative
treo and t-mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0,negative
it was horrible!.,0,negative
i don't think it would hold it too securly on your belt.,0,negative
this allows the possibility of double booking for the same date and time after the first.,0,negative
they work about 2 weeks then break.,0,negative
it is simple to use and i like it.,1,positive
"it's a great tool for entertainment, communication, and data management.oh, be sure to use activesync 4.2 for optimal data synchronization results!",1,positive
i can't use this case because the smell is disgusting.,0,negative
not what i wanted.,0,negative
i own 2 of these cases and would order another.,1,positive
i bought this battery with a coupon from amazon and i'm very happy with my purchase.,1,positive
"the internet access was fine, it the rare instance that it worked.",0,negative
perfect for the ps3.,1,positive
"five star plus, plus.",1,positive
a good quality bargain.. i bought this after i bought a cheapy from big lots that sounded awful and people on the other end couldn't hear me.,1,positive
$50 down the drain.,0,negative
i tried talking real loud but shouting on the telephone gets old and i was still told it wasn't great.,0,negative
"good , works fine.",1,positive
for the price this was a great deal.,1,positive
"great price, too!",1,positive
"if there is a wind, it is completely useless.",0,negative
yes it's shiny on front side - and i love it!,1,positive
does not work.,0,negative
"at first i thought i was grtting a good deal at $7.44, until i plugged it into my phone (v3c razr).",0,negative
the reception through this headset is excellent.,1,positive
2 thumbs up to this seller,1,positive
"i have a verizon lg phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1,positive
improper description.... i had to return it.,0,negative
#1 it works - #2 it is comfortable.,1,positive
battery charge-life is quite long.,1,positive
the jabra eargels fit my ears very well.,1,positive
battery has no life.,0,negative
i checked everywhere and there is no feature for it which is really disappointing.,0,negative
product is exactly as described.,1,positive
gets a signal when other verizon phones won't.,1,positive
doesn't do the job.,0,negative
i would recommend it.,1,positive
plan on ordering from them again and again.,1,positive
"that being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,positive
i have been very satisfied with this cell phone from day one.,1,positive
they keep getting better and better (this is my third one and i've had numerous palms too).,1,positive
awkward to use and unreliable.,0,negative
the shipping time was also very quick!,1,positive
not as good as i had hoped.,0,negative
good case!.,1,positive
doesn't work.,0,negative
really good product.,1,positive
unfortunately it did not work.,0,negative
all three broke within two months of use.,0,negative
dont buy it.,0,negative
"my father has the v265, and the battery is dying.",0,negative
"however, the ear pads come off easily and after only one week i lost one.",0,negative
"the calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,negative
"horrible, horrible protector.",0,negative
i don't like this nokia either.,0,negative
"reaching for the bottom row is uncomfortable, and the send and end keys are not where i expect them to be.3.",0,negative
i have bought this nokia cell phone a few weeks ago and it was a nightmare.,0,negative
it would take too long to describe how bad my customer service experience has been with amazon.,0,negative
the only very disappointing thing was there was no speakerphone!!!!,0,negative
terrible.. my car will not accept this cassette.,0,negative
"product is useless, since it does not have enough charging current to charge the 2 cellphones i was planning to use it with.",0,negative
it's not what it says it is.,0,negative
stay away from the q!.,0,negative
used and dirty.,0,negative
very unreliable service from t-mobile !,0,negative
not good enough for the price.,0,negative
i bought two of them and neither will charge.,0,negative
it looks very nice.,1,positive
"this is an excellent tool, especially when paired with your phone's auto-answer.",1,positive
i have read other's reviews here but i haven't had any problem with it.,1,positive
these products cover up the important light sensor above the ear outlet.,0,negative
comfortable in my hand.,1,positive
just does not work.,0,negative
poor reliability.,0,negative
(it works!),1,positive
"if i take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,negative
"terrible product, and waste of money!",0,negative
last time buying from you.,0,negative
it was a waste of my money.,0,negative
so far it has worked like a charm.,1,positive
"i have only had it for a few weeks, but so far, so good.",1,positive
"but, in any case, the best part is, you can download these pictures to your laptop using ir, or even send pictures from your laptop to the phone.",1,positive
would recommend this item.,1,positive
it's been my choice headset for years.great sound; good volume; good noise cancellation.,1,positive
"nice case, feels good in your hands.",1,positive
the item received was counterfeit.,0,negative
"just really good.. so far, probably the best bt headset i have ever had.",1,positive
works fine.,1,positive
i received my headset in good time and was happy with it.,1,positive
i was very pleased to see that i could replace my well travled swivel holster for my blackberry flip.,1,positive
my sister has one also and she loves it.,1,positive
good quality.,1,positive
this is by far the worst purchase i've made on amazon.,0,negative
excellent dual-purpose headset.,1,positive
excellent!.,1,positive
does not work for listening to music with the cingular 8125.,0,negative
"it seems completely secure, both holding on to my belt, and keeping the iphone inside.",1,positive
"the bottowm line...another worthless, cheap gimmick from sprint.",0,negative
having trouble with volume.,0,negative
the only good thing was that it fits comfortably on small ears.,1,positive
warning - do not buy!!.,0,negative
"i am pairing this with my iphone, and i could not be happier with it so far.",1,positive
"when it opens, the battery connection is broken and the device is turned off.",0,negative
"i didn't want the clip going over the top of my ear, causing discomfort.",0,negative
best headset ever!!!.,1,positive
don't trust their website and don't expect any helpful support.,0,negative
it was that loud.glad to say that the plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1,positive
the speaker is of low quality so as making the ring tones sound very cheap.,0,negative
"fits comfortably, came with three sizes of earbud tips.",1,positive
bad reception.,0,negative
this product is very high quality chinese crap!!!!!!,0,negative
it was quite comfortable in the ear.,1,positive
don't buy this product - it fails!.,0,negative
everything about this product is wrong.first,0,negative
the pairing of the two devices was so easy it barely took a couple minutes before i started making calls with the voice dialing feature.,1,positive
"this was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0,negative
terrible phone holder.,0,negative
the cutouts and buttons are placed perfectly.,1,positive
i love being able to use one headset for both by land-line and cell.,1,positive
problem is that the ear loops are made of weak material and break easily.,0,negative
not nearly as good looking as the amazon picture makes it look.,0,negative
"but despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official oem product.",1,positive
how stupid is that?,0,negative
"i can hear while i'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,positive
seller shipped quickly and much cheaper than the competitors.,1,positive
"good show, samsung.",1,positive
so i bought about 10 of these and saved alot of money.,1,positive
it always cuts out and makes a beep beep beep sound then says signal failed.,0,negative
couldn't figure it out,0,negative
"my phone sounded ok ( not great - ok), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,negative
so i had to take the battery out of the phone put it all back together and then restart it.,0,negative
"while i managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0,negative
leopard print is wonderfully wild!.,1,positive
works for me.,1,positive
"saggy, floppy piece of junk.",0,negative
much better than the hard plastic cases.,1,positive
it also had a new problem.,0,negative
happy so far!.,1,positive
cool phone.,1,positive
works good.,1,positive
motorola finally got the voice quality of a bluetooth headset right.,1,positive
it looses connection to the phone even when it is within a couple feet between the two.,0,negative
"but it is great, i would really recommend it",1,positive
makes it easier to keep up with my bluetooth when i'm not wearing it.,0,negative
as i said above....pretty useless!,0,negative
never got it!!!!!,0,negative
this pair of headphones is the worst that i have ever had sound-wise.,0,negative
[...] down the drain because of a weak snap!,0,negative
does not charge the cingular (att) 8525 phone.,0,negative
"you get extra minutes so that you can carry out the call and not get cut off.""",1,positive
"however, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and i couldn't receive and place calls.",0,negative
i kept catching the cable on the seat and i had to pull the phone out to turn it on an off.,0,negative
the headset fulfills my requirements so i am happy with my purchase.,1,positive
logitech bluetooth headset is a 10!.,1,positive
"i like the fact that it rests lightly against your ear, rather than inside.",1,positive
a lot of websites have been rating this a very good phone and so do i.,1,positive
i have tried these cables with my computer and my ipod and it works just fine.,1,positive
"the mic there is a joke, and the volume is quite low.",0,negative
i'm returning them.,0,negative
i does not maintain a connection with the computer while it is on my lap.,0,negative
it is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1,positive
i have had mine for about a year and this christmas i bought some for the rest of the family.,1,positive
"otherwise, easy to install and use, clear sound.",1,positive
nice leather.,1,positive
i had to purchase a different case.,0,negative
it is a joy to use.,1,positive
very much disappointed with this company.,0,negative
very satisifed with that.,1,positive
it didn't charge for me.,0,negative
this is the phone to get for 2005.... i just bought my s710a and all i can say is wow!,1,positive
buttons are too small.,0,negative
just reading on the specs alone makes you say wow.,1,positive
love it.. great armband.,1,positive
i really like this product over the motorola because it is allot clearer on the ear piece and the mic.,1,positive
"however, the keypads are so tinny that i sometimes reach the wrong buttons.",0,negative
i exchanged the sony ericson z500a for this and i'm pretty happy with that decision.,1,positive
i was very impressed with the price of the cases.,1,positive
also makes it easier to hold on to.,1,positive
"i use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1,positive
it's pretty easy.,1,positive
i cannot make calls at certain places.,0,negative
"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,negative
beautiful styling though.,1,positive
this company charge me a restocking fee and still not given me my refund back.,0,negative
i'm trying to return it for a refund.,0,negative
i plugged it in only to find out not a darn thing worked.,0,negative
excellent product.,1,positive
earbud piece breaks easily.,0,negative
lousy product.,0,negative
this phone tries very hard to do everything but fails at it's very ability to be a phone.,0,negative
it is the best charger i have seen on the market yet.,1,positive
sweetest phone!!!,1,positive
":-)oh, the charger seems to work fine.",1,positive
it fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1,positive
not enough volume.,0,negative
echo problem....very unsatisfactory,0,negative
you could only take 2 videos at a time and the quality was very poor.,0,negative
don't waste your money.,0,negative
i am going to have to be the first to negatively review this product.,0,negative
adapter does not provide enough charging current.,0,negative
"there was so much hype over this phone that i assumed it was the best, my mistake.",0,negative
you also cannot take pictures with it in the case because the lense is covered.,0,negative
phone falls out easily.,0,negative
"it didn't work, people can not hear me when i talk.",0,negative
the text messaging feature is really tricky to use.,0,negative
i'm really disappointed all i have now is a charger that doesn't work.,0,negative
painful on the ear.,0,negative
lasted one day and then blew up.,0,negative
disappointed.,0,negative
kind of flops around.,0,negative
the screen does get smudged easily because it touches your ear and face.,0,negative
what a piece of junk.. i lose more calls on this phone.,0,negative
item does not match picture.,0,negative
the only thing that disappoint me is the infra red port (irda).,0,negative
"you can not answer calls with the unit, never worked once!",0,negative
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
